id,name,producturl,bigimage,categoryid1,categoryid2,categoryid3,description,price,instock
F062335600,ディオール オム ダーモ システム ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%82%B9%E3%82%AD%E3%83%B3%E3%82%B1%E3%82%A2/%E3%82%B9%E3%82%AD%E3%83%B3%E3%82%B1%E3%82%A2%E8%A3%BD%E5%93%81%E3%83%A9%E3%82%A4%E3%83%B3%E3%83%8A%E3%83%83%E3%83%95%E3%82%9A/%E3%83%A1%E3%83%B3%E3%82%B9%E3%82%99%E3%82%B9%E3%82%AD%E3%83%B3%E3%82%B1%E3%82%A2/pr-cleanseprimefdhds-y0623301_f062335600-%E3%83%86%E3%82%99%E3%82%A3%E3%82%AA%E3%83%BC%E3%83%AB-%E3%82%AA%E3%83%A0-%E3%82%BF%E3%82%99%E3%83%BC%E3%83%A2-%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0-%E3%83%AD%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3-%EF%BC%88%E5%8C%96%E7%B2%A7%E6%B0%B4%EF%BC%89.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252FY0623301_F062335600.jpg,スキンケア,bestseller,,男性特有の皮膚構造に着目した独自のテクノロジーとディオール オムの世界観が融合した男性用スキンケア。デリケートな男性の肌をいたわりながら、肌にたっぷりのうるおいを与える化粧水。,7560,1
F006624009,ファーレンハイト ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%83%A1%E3%83%B3%E3%82%B9%E3%82%99-br%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%83%95%E3%82%A1%E3%83%BC%E3%83%AC%E3%83%B3%E3%83%8F%E3%82%A4%E3%83%88/pr-fahrenheitfragrances-y0066001_f006624009-%E3%82%AA%E3%83%BC%E3%83%88%E3%82%99%E3%82%A5-%E3%83%88%E3%83%AF%E3%83%AC.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F3348900010031.jpg,フレグランス,,,独自の存在であることを主張して裏切らぬ香りを放つフレグランス、ファーレンハイト。シチリアン マンダリンのみずみずしい香りと男性的なレザー、バイオレットからなる類稀な香調は、個性が際立つレザー ウッディ。,12960,1
F006622009,ファーレンハイト ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%83%A1%E3%83%B3%E3%82%B9%E3%82%99-br%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%83%95%E3%82%A1%E3%83%BC%E3%83%AC%E3%83%B3%E3%83%8F%E3%82%A4%E3%83%88/pr-fahrenheitfragrances-y0066001_f006622009-%E3%82%AA%E3%83%BC%E3%83%88%E3%82%99%E3%82%A5-%E3%83%88%E3%83%AF%E3%83%AC.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F3348900010031.jpg,フレグランス,,,独自の存在であることを主張して裏切らぬ香りを放つフレグランス、ファーレンハイト。シチリアン マンダリンのみずみずしい香りと男性的なレザー、バイオレットからなる類稀な香調は、個性が際立つレザー ウッディ。,8856,1
F036914000,ディオール オム ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%83%A1%E3%83%B3%E3%82%B9%E3%82%99-br%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%83%86%E3%82%99%E3%82%A3%E3%82%AA%E3%83%BC%E3%83%AB-%E3%82%AA%E3%83%A0/pr-diorhommebathshaving-y0369101_f036914000-%E3%82%A2%E3%83%95%E3%82%BF%E3%83%BC-%E3%82%B7%E3%82%A7%E3%83%BC%E3%83%95%E3%82%99-%E3%83%AD%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F3348900662674.jpg,フレグランス,,,シェービング後の肌を清潔で、 爽やかに整えるアフター シェーブ ローション。 肌に水分を与え、バランスを整えます。 「ディオール オム」のアイリスの力強さとパウダリーなアクセントがほのかに 漂います。,7560,1
F040034000,イドラライフ   ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%82%B9%E3%82%AD%E3%83%B3%E3%82%B1%E3%82%A2/%E3%82%B9%E3%82%AD%E3%83%B3%E3%82%B1%E3%82%A2%E8%A3%BD%E5%93%81%E3%83%A9%E3%82%A4%E3%83%B3%E3%83%8A%E3%83%83%E3%83%95%E3%82%9A/%E3%82%A4%E3%83%88%E3%82%99%E3%83%A9%E3%83%A9%E3%82%A4%E3%83%95/pr-hydralife-y0400340_f040034000-%E3%83%A2%E3%82%A4%E3%82%B9%E3%83%81%E3%83%A3%E3%83%BC-%E3%83%9F%E3%83%AB%E3%82%AF-%E3%82%A8%E3%83%83%E3%82%BB%E3%83%B3%E3%82%B9.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F3348900911635.jpg,スキンケア,,,肌に素早くなじみ、心地よく包みこむミルク状のテクスチャー。肌のすみずみまで美容液成分を届けながら、みずみずしくうるおいあふれる素肌へ導くエッセンス イン ミルク。朝晩お使いください。,8856,1
F006222909,ミス ディオール ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%82%A6%E3%82%A4%E3%83%A1%E3%83%B3%E3%82%B9%E3%82%99-%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%83%9F%E3%82%B9-%E3%83%86%E3%82%99%E3%82%A3%E3%82%AA%E3%83%BC%E3%83%AB/pr-missdiorfragrances-y0062202_f006222909-%E3%82%AA%E3%83%AA%E3%82%B7%E3%82%99%E3%83%8A%E3%83%AB-%E3%82%AA%E3%83%BC%E3%83%88%E3%82%99%E3%82%A5-%E3%83%88%E3%83%AF%E3%83%AC.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F3348900142312.jpg,フレグランス,,,フレッシュで若々しく清楚な香りで、他に例をみないグリーン フローラル シプレー ノート。 その香りが漂わせる気品、エレガンス、そして優雅な女性らしさ。 ディオール クチュールのシンボルのひとつ“千鳥格子”が効果的にアレンジされたボトルとボックス。 サテンのリボンがボトルのネックに愛らしく結ばれて、その装いをひきたてています。,9720,1
F002870090,マスカラ ディオールショウ エクスターズ ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%A1%E3%82%A4%E3%82%AF%E3%82%A2%E3%83%83%E3%83%95%E3%82%9A/%E3%82%A2%E3%82%A4/%E3%83%9E%E3%82%B9%E3%82%AB%E3%83%A9/pr-mscrvolume-y0028700_f002870090-%E3%83%9B%E3%82%99%E3%83%AA%E3%83%A5%E3%83%BC%E3%83%A0%E3%81%AE%E3%81%82%E3%82%8B%E3%80%81%E6%BF%83%E5%AF%86%E3%81%AA%E3%81%BE%E3%81%A4%E6%AF%9B%E3%81%AB%E5%B0%8E%E3%81%8F%E3%83%A9%E3%83%83%E3%82%B7%E3%83%A5%E3%82%B1%E3%82%A2-%E3%83%9E%E3%82%B9%E3%82%AB%E3%83%A9.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F3348900943858.jpg,メイクアップ,,,圧倒的なボリュームを瞬時にもたらす画期的なフォーミュラと独自のティアート ブラシでセンセーショナルなまつ毛を叶えます。,4536,1
F080305254,クレヨン アイライナー ウォータープルーフ ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%A1%E3%82%A4%E3%82%AF%E3%82%A2%E3%83%83%E3%83%95%E3%82%9A/%E3%82%A2%E3%82%A4/%E3%82%A2%E3%82%A4%E3%83%A9%E3%82%A4%E3%83%8A%E3%83%BC/pr-liners-y0803050_f080305254-%E3%83%AD%E3%83%B3%E3%82%AF%E3%82%99-%E3%83%A9%E3%82%B9%E3%83%86%E3%82%A3%E3%83%B3%E3%82%AF%E3%82%99%E3%82%A6%E3%82%A9%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%95%E3%82%9A%E3%83%AB%E3%83%BC%E3%83%95-%E3%83%98%E3%82%9A%E3%83%B3%E3%82%B7%E3%83%AB-%E3%82%A2%E3%82%A4%E3%83%A9%E3%82%A4%E3%83%8A%E3%83%BC.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F3348900649712_102015.jpg,メイクアップ,,,抜群のロングらスティング効果を誇る、ウォータープルーフ アイライナー ペンシル。芯がほどよく柔らかいので、なめらかな美しいラインが描けます。ラインをぼかすためのスポンジ チップとシャープナー付属。,3024,1
F080305594,クレヨン アイライナー ウォータープルーフ ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%A1%E3%82%A4%E3%82%AF%E3%82%A2%E3%83%83%E3%83%95%E3%82%9A/%E3%82%A2%E3%82%A4/%E3%82%A2%E3%82%A4%E3%83%A9%E3%82%A4%E3%83%8A%E3%83%BC/pr-liners-y0803050_f080305594-%E3%83%AD%E3%83%B3%E3%82%AF%E3%82%99-%E3%83%A9%E3%82%B9%E3%83%86%E3%82%A3%E3%83%B3%E3%82%AF%E3%82%99%E3%82%A6%E3%82%A9%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%95%E3%82%9A%E3%83%AB%E3%83%BC%E3%83%95-%E3%83%98%E3%82%9A%E3%83%B3%E3%82%B7%E3%83%AB-%E3%82%A2%E3%82%A4%E3%83%A9%E3%82%A4%E3%83%8A%E3%83%BC.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F334890064982810_2015.jpg,メイクアップ,,,抜群のロングらスティング効果を誇る、ウォータープルーフ アイライナー ペンシル。芯がほどよく柔らかいので、なめらかな美しいラインが描けます。ラインをぼかすためのスポンジ チップとシャープナー付属。,3024,1
F080305094,クレヨン アイライナー ウォータープルーフ ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%A1%E3%82%A4%E3%82%AF%E3%82%A2%E3%83%83%E3%83%95%E3%82%9A/%E3%82%A2%E3%82%A4/%E3%82%A2%E3%82%A4%E3%83%A9%E3%82%A4%E3%83%8A%E3%83%BC/pr-liners-y0803050_f080305094-%E3%83%AD%E3%83%B3%E3%82%AF%E3%82%99-%E3%83%A9%E3%82%B9%E3%83%86%E3%82%A3%E3%83%B3%E3%82%AF%E3%82%99%E3%82%A6%E3%82%A9%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%95%E3%82%9A%E3%83%AB%E3%83%BC%E3%83%95-%E3%83%98%E3%82%9A%E3%83%B3%E3%82%B7%E3%83%AB-%E3%82%A2%E3%82%A4%E3%83%A9%E3%82%A4%E3%83%8A%E3%83%BC.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F3348900649705_102015.jpg,メイクアップ,,,抜群のロングらスティング効果を誇る、ウォータープルーフ アイライナー ペンシル。芯がほどよく柔らかいので、なめらかな美しいラインが描けます。ラインをぼかすためのスポンジ チップとシャープナー付属。,3024,1
F064041600,ディオール オム ダーモ システム ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%82%B9%E3%82%AD%E3%83%B3%E3%82%B1%E3%82%A2/%E3%82%B9%E3%82%AD%E3%83%B3%E3%82%B1%E3%82%A2%E8%A3%BD%E5%93%81%E3%83%A9%E3%82%A4%E3%83%B3%E3%83%8A%E3%83%83%E3%83%95%E3%82%9A/%E3%83%A1%E3%83%B3%E3%82%B9%E3%82%99%E3%82%B9%E3%82%AD%E3%83%B3%E3%82%B1%E3%82%A2/pr-cleanseprimefdhds-y0640401_f064041600-%E3%82%AF%E3%83%AC%E3%83%B3%E3%82%B7%E3%82%99%E3%83%B3%E3%82%AF%E3%82%99-%E3%82%B7%E3%82%99%E3%82%A7%E3%83%AB%E6%B4%97%E9%A1%94%E6%96%99%EF%BC%89.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252FY0640401_F064041600.jpg,スキンケア,,,男性特有の皮膚構造に着目した独自のテクノロジーとディオール オムの世界観が融合した男性用スキンケア。微粒子のスクラブ配合で、肌のざらつきや古い角質をやさしく取り除きすっきりと明るい肌に洗い上げます。,6156,1
F006924009,デューン  ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%82%A6%E3%82%A4%E3%83%A1%E3%83%B3%E3%82%B9%E3%82%99-%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%83%86%E3%82%99%E3%83%A5%E3%83%BC%E3%83%B3/pr-dunefpl-y0069201_f006924009-%E3%82%AA%E3%83%BC%E3%83%88%E3%82%99%E3%82%A5-%E3%83%88%E3%83%AF%E3%83%AC.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F3348900103870.jpg,フレグランス,,,果てしない空間と軽やかな風を感じる 自由への香り「デューン」。 海と花とが 親しみあい奏でる清らかで澄みきった オセアニック フローラル ハーモニー。,16200,1
F006922009,デューン  ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%82%A6%E3%82%A4%E3%83%A1%E3%83%B3%E3%82%B9%E3%82%99-%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%83%86%E3%82%99%E3%83%A5%E3%83%BC%E3%83%B3/pr-dunefpl-y0069201_f006922009-%E3%82%AA%E3%83%BC%E3%83%88%E3%82%99%E3%82%A5-%E3%83%88%E3%83%AF%E3%83%AC.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F3348900103870.jpg,フレグランス,,,果てしない空間と軽やかな風を感じる 自由への香り「デューン」。 海と花とが 親しみあい奏でる清らかで澄みきった オセアニック フローラル ハーモニー。,10800,1
F002810001,クレーム アブリコ ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%A1%E3%82%A4%E3%82%AF%E3%82%A2%E3%83%83%E3%83%95%E3%82%9A/%E3%83%8D%E3%82%A4%E3%83%AB/%E3%83%8D%E3%82%A4%E3%83%AB%E3%83%95%E3%82%9A%E3%83%AD%E3%82%BF%E3%82%99%E3%82%AF%E3%83%88/pr-preparenails-y0028102_f002810001-%E3%82%AF%E3%83%AC%E3%83%BC%E3%83%A0-%E3%82%A2%E3%83%95%E3%82%99%E3%83%AA%E3%82%B3-%EF%BC%88%E3%83%8D%E3%82%A4%E3%83%AB-%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%A0%EF%BC%89.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F3348900008694.jpg,メイクアップ,,,1963年の発売以来人気のディオール マニキュアのロングセラー アイテム。ナリシング作用と保湿効果を備えた濃密なフォーミュラが爪を強化し、抵抗力を高めます。1ヶ月後、目に見えて健やかなネイルに変化します。,3240,1
F071524009,ジャドール ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%82%A6%E3%82%A4%E3%83%A1%E3%83%B3%E3%82%B9%E3%82%99-%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%82%B7%E3%82%99%E3%83%A3%E3%83%88%E3%82%99%E3%83%BC%E3%83%AB/pr-jadorefragrances-y0715201_f071524009-%E3%82%AA%E3%83%BC%E3%83%88%E3%82%99%E3%82%A5-%E3%83%8F%E3%82%9A%E3%83%AB%E3%83%95%E3%82%A1%E3%83%B3.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F3348900417878_new.jpg,フレグランス,,,パルファンは、オーダーメイドの花のように細かなディテールに至るまで趣向を凝らして創り上げたブーケです。コモロのイランイラン エッセンスのフローラルフルーティーノートが香り立ち、官能的な甘美さをもたらします。そして豊かに洗練されたダマスクローズが感覚を熱く刺激。最後に2種類のジャスミンが、完全に結びついて互いに響きあいます。高貴なフローラルノートの真髄、グラース産のグランディフロラム・ジャスミンは、デリケートな官能性を放ち、ジャムのような甘さを添えるフルーツと太陽が香ります。そして「神々の花」と呼ばれるより肉感的なインド産のサンバックジャスミンに呼応し、オレンジフラワーの温かい香りが、果てしない官能で包みます。,19440,1
F071522009,ジャドール ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%82%A6%E3%82%A4%E3%83%A1%E3%83%B3%E3%82%B9%E3%82%99-%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%82%B7%E3%82%99%E3%83%A3%E3%83%88%E3%82%99%E3%83%BC%E3%83%AB/pr-jadorefragrances-y0715201_f071522009-%E3%82%AA%E3%83%BC%E3%83%88%E3%82%99%E3%82%A5-%E3%83%8F%E3%82%9A%E3%83%AB%E3%83%95%E3%82%A1%E3%83%B3.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252F3348900417885_new.jpg,フレグランス,,,パルファンは、オーダーメイドの花のように細かなディテールに至るまで趣向を凝らして創り上げたブーケです。コモロのイランイラン エッセンスのフローラルフルーティーノートが香り立ち、官能的な甘美さをもたらします。そして豊かに洗練されたダマスクローズが感覚を熱く刺激。最後に2種類のジャスミンが、完全に結びついて互いに響きあいます。高貴なフローラルノートの真髄、グラース産のグランディフロラム・ジャスミンは、デリケートな官能性を放ち、ジャムのような甘さを添えるフルーツと太陽が香ります。そして「神々の花」と呼ばれるより肉感的なインド産のサンバックジャスミンに呼応し、オレンジフラワーの温かい香りが、果てしない官能で包みます。,13500,1
F046924009,ディオール オム ,https://ad.doubleclick.net/ddm/clk/307366385;134815042;e?http://www.dior.com/beauty/ja_jp/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9-%E3%83%92%E3%82%99%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC/%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%83%A1%E3%83%B3%E3%82%B9%E3%82%99-br%E3%83%95%E3%83%AC%E3%82%AF%E3%82%99%E3%83%A9%E3%83%B3%E3%82%B9/%E3%83%86%E3%82%99%E3%82%A3%E3%82%AA%E3%83%BC%E3%83%AB-%E3%82%AA%E3%83%A0/pr-diorhommefragrances-y0469201_f046924009-%E3%82%AA%E3%83%BC%E3%83%88%E3%82%99%E3%82%A5-%E3%83%88%E3%83%AF%E3%83%AC.html?utm_source=Criteo&utm_medium=DSP&utm_campaign=PCD_EC_JP_Criteo,http://www.dior.com/beauty/version-5.1432748111911/resize-image/ep/0/390/100/0/packshots%252FDH_EDT_100ml.jpg,フレグランス,,,新のディオールスタイルを表現する香りの衝撃： 男性用フレグランスに用いられたアイリス。センシュアルでセクシーなアイリスが、続くウッドの香りと調和し、洗練された独創的な香りを奏でます。,12960,1
